Price,Date,Close,High,Low,Open,Volume
Ticker,,CSCO,CSCO,CSCO,CSCO,CSCO
0,1991-01-02,0.09941624850034714,0.10168847043916732,0.09941624850034712,0.10168847043916732,63561600
1,1991-01-03,0.09543918818235397,0.09998428478913601,0.09543918818235397,0.09941623426175916,104716800
2,1991-01-04,0.09259893745183945,0.09657533148940922,0.09146283601475513,0.09487115982989541,194803200
3,1991-01-07,0.09032673388719559,0.09203089596572521,0.0891906225841943,0.09203089596572521,89971200
4,1991-01-08,0.09373502433300018,0.09430308465617357,0.09032670140172441,0.09032670140172441,64108800
5,1991-01-09,0.09316698461771011,0.09600725730870602,0.09259892422834556,0.09600725730870602,89942400
6,1991-01-10,0.09430307149887085,0.09430307149887084,0.09259890051906025,0.09430307149887084,49363200
7,1991-01-11,0.09316698461771011,0.09430309564449693,0.09259892422834556,0.09430309564449693,33580800
8,1991-01-14,0.09430307149887085,0.09543918223476465,0.09203085002708324,0.09203085002708324,59328000
9,1991-01-15,0.10140443593263626,0.10168847099048506,0.09430309139320842,0.09430309139320842,85248000
10,1991-01-16,0.10623286664485931,0.10907380131037817,0.10112037398339793,0.10168843414130381,105724800
11,1991-01-17,0.11134608834981918,0.114186361564843,0.10793775464062415,0.11134608834981918,178502400
12,1991-01-18,0.11305027455091476,0.11305027455091478,0.10850583838356179,0.11021000072732588,110448000
13,1991-01-21,0.11986756324768066,0.11986756324768068,0.11191413238251162,0.11248218304118403,85795200
14,1991-01-22,0.11731065809726715,0.12157173062318317,0.11645857231773275,0.11986756881605747,145036800
15,1991-01-23,0.1158905103802681,0.11759533515399384,0.1147543993685141,0.11702662139202209,108691200
16,1991-01-24,0.11532246321439743,0.11759534863044437,0.11532246321439744,0.11645857435635,68083200
17,1991-01-25,0.1221398264169693,0.12270787726646834,0.11532249457898305,0.11532249457898305,107596800
18,1991-01-28,0.12611612677574158,0.1272522374623767,0.12071959857623979,0.12100363356185309,148867200
19,1991-01-29,0.12498003989458084,0.12640017608538925,0.12157170718547591,0.12611615079761582,171216000
20,1991-01-30,0.13009321689605713,0.1312293279709742,0.12498005880279893,0.12554810946428613,157852800
21,1991-01-31,0.13293346762657166,0.13520568939898026,0.12980916025152456,0.13066124585416306,138441600
22,1991-02-01,0.13236549496650696,0.13634188053265398,0.1312293834116154,0.13293354586797934,118886400
23,1991-02-04,0.13122935593128204,0.13293351803078263,0.12952518407983665,0.13236546724826403,134064000
24,1991-02-05,0.13236549496650696,0.1357738198792348,0.13179743431308777,0.1335015967694517,94550400
25,1991-02-06,0.13350149989128113,0.13520567086292437,0.12895706672142523,0.13122928818232305,113155200
26,1991-02-07,0.12924109399318695,0.13690983423004574,0.12895706874410473,0.13463761273350833,144921600
27,1991-02-08,0.13406959176063538,0.1357737533823651,0.1278209861450369,0.13350153138543078,503251200
28,1991-02-11,0.13094529509544373,0.1380466501274898,0.13066126975991274,0.13406960304211332,272822400
29,1991-02-12,0.13463763892650604,0.13463763892650604,0.13066125540995244,0.13122931577056968,513072000
30,1991-02-13,0.1369098722934723,0.1369098722934723,0.13406959950912317,0.13406959950912317,166550400
31,1991-02-14,0.13293346762657166,0.13690985085231616,0.13236541705944005,0.13634180028518453,171964800
32,1991-02-15,0.13293346762657166,0.13350151819370326,0.13179735674036736,0.13236541705944005,195811200
33,1991-02-19,0.13179737329483032,0.13350153496221814,0.13066126226592434,0.1329334843237363,157996800
34,1991-02-20,0.13122935593128204,0.13293351803078263,0.13122935593128204,0.13122935593128204,60739200
35,1991-02-21,0.12952518463134766,0.13179740727498665,0.12952518463134766,0.13179740727498665,75225600
36,1991-02-22,0.12895715236663818,0.1306613147181389,0.1255481547793485,0.12895715236663818,299664000
37,1991-02-25,0.12895715236663818,0.13122937533660328,0.12782104088165563,0.12952520323315636,97660800
38,1991-02-26,0.12611612677574158,0.12895706174823582,0.12441195586981918,0.12895706174823582,111974400
39,1991-02-27,0.12242384254932404,0.1261162020466427,0.11986759441671459,0.12498009068193347,195811200
40,1991-02-28,0.12725229561328888,0.1281050348358659,0.12270785079005797,0.12327590151698992,132624000
41,1991-03-01,0.12952518463134766,0.13066129595316714,0.12668424807052456,0.12782102252459082,91641600
42,1991-03-04,0.13122935593128204,0.13179740671380064,0.13009324461430005,0.13122935593128204,60019200
43,1991-03-05,0.13577376306056976,0.13577376306056976,0.1306612680790104,0.13179737915846168,138124800
44,1991-03-06,0.12952518463134766,0.13804667780126822,0.12952518463134766,0.13690990334720193,164505600
45,1991-03-07,0.12441195547580719,0.12980913703815283,0.12043557296114704,0.1295251118053784,379987200
46,1991-03-08,0.12611612677574158,0.12952511221558372,0.12498001608910643,0.12611612677574158,132969600
47,1991-03-11,0.12043564021587372,0.12554813626853586,0.11759536679816025,0.12554813626853586,154742400
48,1991-03-12,0.11248216778039932,0.11929948665135531,0.11248216778039932,0.11929948665135531,223430400
49,1991-03-13,0.11873144656419754,0.11929949719600978,0.11305022835429619,0.11361828873805062,231984000
50,1991-03-14,0.11248216778039932,0.1224237941059976,0.11020994595010336,0.12100365790004795,365299200
51,1991-03-15,0.10907381027936935,0.11475436356584078,0.10680093558486096,0.11418630336122408,219081600
52,1991-03-18,0.1158905103802681,0.12043560780740775,0.10793773329799011,0.1102099553214981,120052800
