Price,Date,Close,High,Low,Open,Volume
Ticker,,BUD,BUD,BUD,BUD,BUD
0,2009-07-01,27.695974349975586,27.695974349975586,27.084505884085296,27.552098609706842,341500
1,2009-07-02,27.62403106689453,27.947747972735602,27.51612360214696,27.911779732553352,329100
2,2009-07-06,27.336286544799805,27.336286544799805,26.580942333849585,26.940630314702215,161000
3,2009-07-07,26.904659271240234,26.9765957622591,26.854303178686784,26.868688281529572,197400
4,2009-07-08,26.97660255432129,27.30032233381353,26.97660255432129,27.12047831678472,46800
5,2009-07-09,26.97660255432129,27.14925401811779,26.61691452026367,26.79675853729248,47300
6,2009-07-10,27.1204776763916,27.1204776763916,26.760789650827263,26.832726158259387,19600
7,2009-07-13,26.97660255432129,27.192414825915474,26.96941000108898,27.012570808886665,232300
8,2009-07-14,27.911794662475586,27.947762921897134,27.048542715347004,27.300326019702414,6300
9,2009-07-15,28.667129516601562,28.667129516601562,28.091629325380968,28.19953681182293,5500
10,2009-07-16,28.451318740844727,28.77503847250066,28.343413993093755,28.667130980548176,8600
11,2009-07-17,27.98373031616211,28.127603335291468,27.695978789499524,27.839854552830815,20700
12,2009-07-20,28.451318740844727,28.595194482047532,26.868691076016887,27.80388202173437,36900
13,2009-07-21,27.875825881958008,28.019701661156947,27.695981844009893,27.695981844009893,30100
14,2009-07-22,28.451318740844727,28.595194482047532,27.638423135620158,28.559226232797208,148700
15,2009-07-23,28.70311164855957,28.846984694054154,28.523267597488903,28.55923585886255,7600
16,2009-07-24,28.70311164855957,28.775048171306864,28.451328330539173,28.775048171306864,24400
17,2009-07-27,28.487287521362305,28.63116326524829,28.307443527555215,28.523258515484976,7400
18,2009-07-28,28.68152618408203,28.68152618408203,28.4153577783325,28.487294295280304,20500
19,2009-07-29,28.307445526123047,28.559228781750363,28.307445526123047,28.559228781750363,17100
20,2009-07-30,28.63117218017578,28.63117218017578,28.343423347008628,28.63117218017578,38700
21,2009-07-31,28.882944107055664,28.918912353992948,28.48728515814151,28.523256149280133,23700
22,2009-08-03,28.623971939086914,28.703103738823987,28.16357173429122,28.415352238725838,16800
23,2009-08-04,28.235517501831055,28.379393299088544,27.71756572938512,27.803892854261168,38500
24,2009-08-05,28.34341812133789,28.379386375827025,27.688786010508814,28.127603105999277,37200
25,2009-08-06,28.34341812133789,28.55203509505562,28.235510613668584,28.271478868157715,6200
